system:index,MAD_depth,MAD_volume,MAE_depth,MAE_perc_depth,MAE_perc_volume,MAE_volume,.geo
0,22.99817486,7265.299446,26.00395636,81.89994978,78.81580202,12149.09107,"{""type"":""MultiPoint"",""coordinates"":[]}"
