system:index,MAD_depth,MAD_volume,MAE_depth,MAE_perc_depth,MAE_perc_volume,MAE_volume,.geo
0,21.56839264,7209.856965,25.88681438,82.25393407,79.88834887,11792.42906,"{""type"":""MultiPoint"",""coordinates"":[]}"
