system:index,ETa,ETi,P,Peff,area,endDate,groupNumber,meterMinusModelDepth,meterMinusModelDepthAbs,meterMinusModelVolume,meterMinusModelVolumeAbs,startDate,system:time_end,system:time_start,waterMeterDepth,waterMeterVolume,waterModelDepth,waterModelVolume,wb,wbA,wbR,wbRadj,wbRn1,wbRn1Adj
1_2_00000000000000000000,13.5854919,0,226.1415865,15.82991105,164651.4992,3/1/2011,30,23.18355717,23.18355717,3817.207444,3817.207444,2/1/2011,1.29897E+12,1.29655E+12,23.18355717,3817.207444,0,0,2.246473656,77.78699751,2.250213374,77.78699751,75.54052385,75.54052385
1_3_00000000000000000001,28.23331616,0,317.9027225,57.22249005,136664.5352,4/1/2011,26,0,0,0,0,3/1/2011,1.30164E+12,1.29897E+12,0,0,0,0,29.01979481,99.60267692,29.01979481,99.60267692,70.58288211,70.58288211
1_3_00000000000000000002,29.09831515,0,325.9947886,58.67906195,164651.4992,4/1/2011,30,32.19580867,32.19580867,5301.088164,5301.088164,3/1/2011,1.30164E+12,1.29897E+12,32.19580867,5301.088164,0,0,29.58685032,107.3738478,29.58685032,107.3738478,77.78699751,77.78699751
1_4_00000000000000000003,40.07353775,0,218.748615,26.24983381,136664.5352,5/1/2011,26,10.47836296,10.47836296,1432.020603,1432.020603,4/1/2011,1.30423E+12,1.30164E+12,10.47836296,1432.020603,0,0,-13.78246162,85.8202153,0.665000265,85.8202153,99.60267692,99.60267692
1_4_00000000000000000004,52.55373807,0,220.8830493,26.50596592,164651.4992,5/1/2011,30,25.66422537,25.66422537,4225.653183,4225.653183,4/1/2011,1.30423E+12,1.30164E+12,25.66422537,4225.653183,0,0,-26.06136895,81.31247888,0,81.31247888,107.3738478,107.3738478
1_5_00000000000000000005,57.96822984,0,140.5831169,47.79825975,136664.5352,6/1/2011,26,31.94474227,31.94474227,4365.713353,4365.713353,5/1/2011,1.30691E+12,1.30423E+12,31.94474227,4365.713353,0,0,-10.08356059,75.73665471,2.796516995,75.80642478,85.8202153,85.8202153
1_5_00000000000000000008,76.01138557,0,141.1993636,48.00778362,196514.873,6/1/2011,33,34.19131919,34.19131919,6719.10275,6719.10275,5/1/2011,1.30691E+12,1.30423E+12,34.19131919,6719.10275,0,0,-27.99607689,46.17184703,0,46.17184703,74.16792391,74.16792391
1_5_00000000000000000006,72.35917914,0,143.397318,48.75508811,164651.4992,6/1/2011,30,25.83435461,25.83435461,4253.665217,4253.665217,5/1/2011,1.30691E+12,1.30423E+12,25.83435461,4253.665217,0,0,-23.61329835,57.69918053,0,57.69918053,81.31247888,81.31247888
1_5_00000000000000000007,52.81868136,0,140.0242328,47.60823914,519541.8246,6/1/2011,32,0,0,0,0,5/1/2011,1.30691E+12,1.30423E+12,0,0,0,0,-5.166970637,86.70531766,2.400579113,86.70531766,91.8722883,91.8722883
1_6_00000000000000000009,62.14122649,0,67.3797306,49.86100064,136664.5352,7/1/2011,26,31.8616466,31.8616466,4354.357123,4354.357123,6/1/2011,1.3095E+12,1.30691E+12,31.8616466,4354.357123,0,0,-12.24422927,63.58015297,0.827179371,64.30678802,75.80642478,75.80642478
1_6_0000000000000000000b,82.31134268,0,69.82597054,51.6712182,196514.873,7/1/2011,33,96.31318994,96.31318994,18926.97429,18926.97429,6/1/2011,1.3095E+12,1.30691E+12,96.31318994,18926.97429,0,0,-30.61989348,15.55195355,0,16.26219764,46.17184703,46.17184703
1_6_0000000000000000000a,86.938521,0,70.32595517,52.04120683,164651.4992,7/1/2011,30,25.03198834,25.03198834,4121.554408,4121.554408,6/1/2011,1.3095E+12,1.30691E+12,25.03198834,4121.554408,0,0,-34.88958516,22.80959537,0,23.8914762,57.69918053,57.69918053
0_7_00000000000000000010,92.90789662,42.37098625,83.45256571,34.21555194,196514.873,8/1/2011,33,64.2344457,64.2344457,12623.02394,12623.02394,7/1/2011,1.31218E+12,1.3095E+12,106.6054319,20949.55292,42.37098625,8326.528983,-58.67573172,-42.37098625,0,0.192062447,16.26219764,16.26219764
0_7_0000000000000000000c,89.33194978,9.566806072,81.67604972,33.48718039,271963.3675,8/1/2011,16,63.93198467,63.93198467,17387.15784,17387.15784,7/1/2011,1.31218E+12,1.3095E+12,73.49879074,19988.97864,9.566806072,2601.820796,-55.81466769,-9.566806072,0,5.332826046,46.24786162,46.24786162
0_7_0000000000000000000e,89.93606526,33.3274868,79.66669578,32.66334527,164651.4992,8/1/2011,30,-7.155172757,7.155172757,-1178.109921,1178.109921,7/1/2011,1.31218E+12,1.3095E+12,26.17231404,4309.310744,33.3274868,5487.420665,-57.27182835,-33.3274868,0,0.633727648,23.8914762,23.8914762
1_7_0000000000000000000d,86.18415357,0,79.82099441,32.72660771,136664.5352,8/1/2011,26,61.60989354,61.60989354,8419.887463,8419.887463,7/1/2011,1.31218E+12,1.3095E+12,61.60989354,8419.887463,0,0,-53.42855245,11.01533582,0,27.12771646,64.30678802,64.30678802
1_7_0000000000000000000f,68.63742377,0,82.71554672,33.91337415,519541.8246,8/1/2011,32,31.53275384,31.53275384,16382.58446,16382.58446,7/1/2011,1.31218E+12,1.3095E+12,31.53275384,16382.58446,0,0,-34.69678263,53.49724859,0.001589695,55.36428973,88.19403122,88.19403122
0_8_00000000000000000011,61.90265396,30.4003395,27.18270657,4.077405985,136664.5352,9/1/2011,26,38.1923595,38.1923595,5219.541058,5219.541058,8/1/2011,1.31486E+12,1.31218E+12,68.59269899,9374.189324,30.4003395,4154.648266,-57.83936816,-30.4003395,0,7.114752787,27.12771646,27.12771646
0_8_00000000000000000013,77.62999571,72.81012844,30.69193977,4.603790965,196514.873,9/1/2011,33,-4.088273643,4.088273643,-803.4065758,803.4065758,8/1/2011,1.31486E+12,1.31218E+12,68.7218548,13504.86657,72.81012844,14308.27315,-73.00668181,-72.81012844,0,0,0.192062447,0.192062447
0_8_00000000000000000012,73.355976,68.64389973,27.13026024,4.069539036,164651.4992,9/1/2011,30,-42.95208583,42.95208583,-7072.125325,7072.125325,8/1/2011,1.31486E+12,1.31218E+12,25.6918139,4230.195675,68.64389973,11302.321,-69.29367709,-68.64389973,0,0,0.633727648,0.633727648
0_9_00000000000000000014,42.52501932,18.5169104,119.5678364,16.73949709,136664.5352,10/1/2011,26,-7.290686489,7.290686489,-996.3782801,996.3782801,9/1/2011,1.31745E+12,1.31486E+12,11.22622391,1534.226673,18.5169104,2530.604953,-25.75488345,-18.5169104,0.041256589,4.291974981,7.114752787,7.114752787
0_9_00000000000000000017,58.90973761,40.55479747,131.0212954,18.34298136,196514.873,10/1/2011,33,-36.59630953,36.59630953,-7191.719121,7191.719121,9/1/2011,1.31745E+12,1.31486E+12,3.95848794,777.901755,40.55479747,7969.620876,-40.55479747,-40.55479747,0,0,0,0
0_9_00000000000000000015,47.77757373,30.64081186,122.4010051,17.13614071,164651.4992,10/1/2011,30,-1.907363077,1.907363077,-314.0501901,314.0501901,9/1/2011,1.31745E+12,1.31486E+12,28.73344878,4731.005418,30.64081186,5045.055608,-30.64081186,-30.64081186,0,0,0,0
