system:index,MAD_depth,MAD_volume,MAEPercDepth,MAEPercVolume,MAE_depth,MAE_volume,.geo
0,19.05152761526543,5489.523743596984,69.86001599137269,77.66025889324783,25.059759494494276,13572.251374095085,"{""type"":""MultiPoint"",""coordinates"":[]}"
