system:index,MAD_depth,MAD_volume,MAEPercDepth,MAEPercVolume,MAE_depth,MAE_volume,.geo
0,17.461360942496146,4554.404214232782,62.025569681135494,73.57525135463067,22.24943462523977,12858.337334027341,"{""type"":""MultiPoint"",""coordinates"":[]}"
