,number,value,params_precip_const_1,params_precip_const_2,params_precip_const_3,params_precip_const_4,params_precip_const_5,params_precip_const_6,params_precip_const_7,params_precip_const_8,params_precip_const_9,params_precip_const_10,params_precip_const_11,params_precip_const_12,params_residual_const_1,params_residual_const_2,params_residual_const_3,params_residual_const_4,params_residual_const_5,params_residual_const_6,params_residual_const_7,params_residual_const_8,params_residual_const_9,params_residual_const_10,params_residual_const_11,params_residual_const_12,datetime_start,datetime_complete,duration,state,,
83,83,20.50890296,0.83,0.52,0.52,0.07,0.44,0.82,0.63,0.38,0.16,0.47,0.11,0.66,0.46,0.86,0.58,0.14,1,0.19,0.5,0.83,0.47,0.71,0.77,0.35,59:43.1,00:06.9,0 days 00:00:23.805030,COMPLETE,,
47,47,20.51071354,0.6,0.7,0.68,0.72,0.82,0.47,0.99,0.25,0.18,0.63,0.26,0.82,0.4,0.08,0.69,0.2,0.43,0.05,0.61,0.88,0.78,0.13,0.82,0.14,41:40.1,42:17.2,0 days 00:00:37.061569,COMPLETE,,
159,159,20.51244244,0.52,0.8,0.14,0.3,0.67,0.63,0.97,0.37,0.12,0.02,0.76,0.65,0.37,0.62,0.99,0.13,0.92,0.04,0.16,0.88,0.36,0.65,0.1,0.4,49:50.4,50:45.2,0 days 00:00:54.726777,COMPLETE,,
728,728,20.52003713,0.04,0.72,0.69,0.85,0.01,0.49,0.49,0.33,0.06,0.62,0.37,0.99,0.56,0.11,0.26,0.06,0.37,0.15,0.9,0.25,0.12,0.07,0.19,0.64,44:55.4,45:32.7,0 days 00:00:37.278646,COMPLETE,,
479,479,20.5210755,0.4,0.58,0.37,0.62,0.44,0.45,0.7,0.27,0.19,0.98,1,0.17,0.08,0.27,0.12,0.86,0.62,0.69,0.7,0.65,0.87,0.08,0.33,0.11,40:47.9,41:12.4,0 days 00:00:24.458591,COMPLETE,,
219,219,20.52252374,0.9,0.84,0.09,0.42,0.69,0.45,0.93,0.31,0.16,0.21,0.77,0.45,0.44,0.96,0.72,0.23,0.83,0.11,0.03,0.83,0.55,0.79,0.1,0.45,01:06.9,02:11.7,0 days 00:01:04.858058,COMPLETE,,
539,539,20.52257573,0.28,0.58,0.36,0.7,0.46,0.48,0.7,0.22,0.4,0.88,0.98,0.11,0.06,0.24,0.07,0,0.48,0.67,0.61,0.7,0.18,0.05,0.29,0.06,02:29.4,03:01.5,0 days 00:00:32.051024,COMPLETE,,
294,294,20.528081,0.74,0.34,0.12,0.43,0.57,0.59,0.73,0.89,0.16,0.12,0.93,0.15,0.33,0.46,0.33,0.68,1,0.02,0.12,0.78,0.67,0.89,0.57,0.3,07:43.7,09:19.1,0 days 00:01:35.356364,COMPLETE,,
128,128,20.54228291,0.77,0.82,0.38,0.38,0.63,0.59,0.75,0.49,0.2,0.31,0.67,0.61,0.25,0.64,1,0.16,0.73,0.16,0.37,0.89,0.48,0.74,0.95,0.27,22:42.8,23:36.1,0 days 00:00:53.323683,COMPLETE,,
48,48,20.55124175,0.8,0.88,0.78,0.4,0.62,0.67,0.46,0.36,0.05,0.61,0.68,0.99,0.28,0.44,0.04,0.45,0.56,0.09,0.37,0.64,0.93,0.05,0.96,0.54,42:17.2,42:45.0,0 days 00:00:27.814077,COMPLETE,,
938,938,20.55376481,0.05,0.42,0.67,0.67,0.47,0.5,0.63,0.2,0.47,0.39,0.42,0.7,0.98,0.01,0,0.02,0.47,0.29,0.9,0.18,0.34,0.08,0.15,0.47,21:56.9,22:36.9,0 days 00:00:40.025451,COMPLETE,,
134,134,20.55830833,0.64,0.66,0.26,0.36,0.67,0.58,0.79,0.4,0.03,0.33,0.89,0.54,0.21,0.73,0.82,0.12,0.85,0.05,0.26,0.99,0.43,0.63,0.93,0.21,28:09.2,29:20.6,0 days 00:01:11.413727,COMPLETE,,
949,949,20.57542233,0.13,0.26,0.55,0.68,0.48,0.46,0.61,0.23,0.5,0.39,0.42,0.74,0.95,0.02,0,0.02,0.46,0.26,0.92,0.1,0.32,0.08,0.15,0.53,30:06.2,30:39.8,0 days 00:00:33.644118,COMPLETE,,
301,301,20.58032221,0.75,0.79,0.84,0.41,0.54,0.56,0.78,0.33,0.13,0.11,0.95,0.12,0.31,0.45,0.32,0.45,1,0,0.09,0.08,0.72,0.88,0.71,0.29,59:52.3,01:20.9,0 days 00:01:28.522058,COMPLETE,,
14,14,20.58194468,0.33,0.57,0.01,0.91,0.36,0.47,0.38,0.19,0.18,0.97,0.42,0.4,0.51,0.4,0.03,0.07,0.36,0,0.17,0.74,0.84,0.23,0,0.04,19:53.4,20:56.0,0 days 00:01:02.664769,COMPLETE,,
383,383,20.58398275,0.57,0.75,0.2,0.48,0.41,0.44,0.78,0.13,0.35,0.96,0.92,0.23,0.24,0.45,0.23,0.05,1,0.34,0.17,0.42,0.79,0.97,0.41,0.19,04:57.2,05:28.7,0 days 00:00:31.525453,COMPLETE,,
56,56,20.58539804,0.58,0.87,0.49,0.43,0.82,0.29,0.49,0.28,0.14,0.75,0.14,0.46,0.71,0.31,0.48,0.39,0.44,0.04,0.02,0.47,0.81,0.32,0.75,0.3,46:07.3,46:32.8,0 days 00:00:25.451967,COMPLETE,,
96,96,20.59231437,0.79,0.69,0.4,0.35,0.65,0.68,0.65,0.52,0.03,0.21,0.79,0.59,0.43,0.66,0.45,0.12,0.84,0.06,0.31,0.89,0.51,0.67,0.98,0.34,05:53.1,06:19.6,0 days 00:00:26.445577,COMPLETE,,
775,775,20.59484663,0.08,0.62,0.35,0.86,0.32,0.55,0.63,0.33,0.46,0.59,0.56,0.1,0.87,0.19,0.15,0.1,0.37,0.14,0.89,0.26,0.13,0.09,0.13,0.52,15:13.3,15:48.6,0 days 00:00:35.358396,COMPLETE,,
599,599,20.60095543,0.44,0.66,0.41,0.72,0.42,0.54,0.58,0.3,0.54,0.54,0.48,0.04,0.79,0.18,0.2,0.05,0.5,0.17,0.66,0.27,0.07,0.12,0.22,0.63,52:13.4,52:47.3,0 days 00:00:33.887142,COMPLETE,,
544,544,20.60179413,0.38,0.62,0.41,0.68,0.45,0.51,0.74,0.29,0.44,0.91,0.98,0.13,0,0.22,0.09,0.05,0.53,0.74,0.57,0.72,0.19,0.15,0.27,0.03,06:55.8,07:52.8,0 days 00:00:56.945771,COMPLETE,,
139,139,20.62047792,0.67,0.22,0.6,0.34,0.79,0.64,0.81,0.43,0.04,0.36,0.78,0.53,0.37,0.66,0.83,0.02,0.8,0.14,0.27,0.91,0.33,0.6,0.93,0.45,32:37.2,34:19.3,0 days 00:01:42.116319,COMPLETE,,
79,79,20.62750762,0.74,0.51,0.43,0.15,0.48,0.75,0.52,0.3,0.16,0.45,0.1,0.63,0.41,0.74,0.52,0.02,0.99,0.21,0.4,0.76,0.54,0.66,0.86,0.32,58:09.3,58:32.3,0 days 00:00:23.053074,COMPLETE,,
49,49,20.6290572,0.38,1,0.86,0.02,0.99,0.5,0.59,0.98,0.16,0.2,0.53,0.39,0.31,0.39,0.61,0.31,0.66,0.01,0.66,0.77,0.91,0.19,0.89,0.21,42:45.0,43:14.2,0 days 00:00:29.231189,COMPLETE,,
716,716,20.64241393,0.17,0.68,0.84,0.82,0.34,0.52,0.5,0.35,0.51,0.55,0.2,0,0.71,0.08,0.2,0.1,0.32,0.11,0.92,0.1,0.09,0,0.16,0.74,33:11.4,33:44.8,0 days 00:00:33.459739,COMPLETE,,
108,108,20.65922947,0.85,0.61,0.36,0.24,0.5,0.66,0.71,0.67,0.06,0.5,0.11,0.7,0.44,0.8,0.56,0.11,0.8,0.16,0.92,0.75,0.36,0.68,0.98,0.3,58:27.1,00:05.2,0 days 00:01:38.186216,COMPLETE,,
41,41,20.65994748,0.49,1,0.59,0.29,0.09,0.57,0.7,0.21,0.24,0.53,0,0.6,0,0.44,0.44,0.27,0.52,0.21,0.25,0.54,0.87,0.68,0.93,0.03,38:33.9,39:05.5,0 days 00:00:31.559943,COMPLETE,,
97,97,20.66036575,0.84,0.73,0.37,0.28,0.65,0.71,0.7,0.45,0.26,0.25,0.2,0.67,0.34,0.7,0.4,0.04,0.79,0.03,0.26,0.84,0.48,0.57,0.99,0.42,06:19.6,06:52.1,0 days 00:00:32.482737,COMPLETE,,
917,917,20.67048804,0.09,0.35,0.7,0.7,0.46,0.19,0.61,0.24,0.13,0.44,0.36,0.98,1,0.01,0.03,0.84,0.51,0.25,0.85,0.25,0.34,0.07,0.05,0.53,07:42.7,08:24.3,0 days 00:00:41.595779,COMPLETE,,
312,312,20.6725846,0.7,0.84,0.09,0.39,0.48,1,0.78,0.21,0.14,0.12,0.92,0.26,0.25,0.51,0.37,0.58,0.98,0,0.1,0.61,0.64,0.4,0.71,0.25,10:42.3,11:48.0,0 days 00:01:05.748515,COMPLETE,,
346,346,20.68210526,0.62,0.73,0.17,0.53,0.34,0.51,0.79,0.09,0.41,0.88,0.94,0.28,0.19,0.39,0.31,0.02,0.98,0.06,0.18,0.48,0.8,0.99,0.52,0.17,38:55.8,39:50.1,0 days 00:00:54.318018,COMPLETE,,
713,713,20.68481661,0.17,0.65,0.47,0.92,0.38,0.54,0.6,0.31,0.58,0.57,0.4,0.02,0.86,0.16,0.22,0.13,0.36,0.15,0.9,0.13,0.07,0.02,0.18,0.73,31:50.2,32:20.6,0 days 00:00:30.416488,COMPLETE,,
74,74,20.68752706,0.61,0.77,0.67,0.32,0.76,0.66,0.67,0.92,0.11,0.36,0.03,0.53,0.55,0.56,0.46,0.24,0.87,0.08,0.36,0.67,0.41,0.77,0.94,0.1,55:50.9,56:16.7,0 days 00:00:25.760441,COMPLETE,,
958,958,20.68855847,0.15,0.3,0.53,0.67,0.48,0.52,0.63,0.26,0,0.38,0.41,0.72,0.92,0.04,0.06,0.03,0.45,0.33,0.89,0.17,0.37,0.09,0.12,0.51,36:18.5,36:57.5,0 days 00:00:39.050972,COMPLETE,,
853,853,20.699611,0.08,0.53,0.62,0.76,0.4,0.48,0.64,0.27,0.93,0.45,0.31,0.99,0.9,0.06,0.14,0.03,0.44,0.11,0.82,0.36,0.24,0.03,0.09,0.63,22:16.1,22:51.9,0 days 00:00:35.850470,COMPLETE,,
772,772,20.70225905,0.3,0.72,0.5,0.82,0.35,0.53,0.55,0.29,0.66,0.57,0.3,0,0.82,0.07,0.17,0.09,0.4,0.12,0.87,0.15,0.1,0.02,0.26,0.75,13:33.2,14:05.3,0 days 00:00:32.092356,COMPLETE,,
57,57,20.70609043,0.75,0.85,0.3,0.95,0.93,0.46,0.6,0.14,0.09,0.84,0.31,0.39,0.84,0.54,0.93,0.15,0.64,0.1,0.16,0.21,0.69,0.25,0.4,0.18,46:32.8,46:58.0,0 days 00:00:25.235415,COMPLETE,,
89,89,20.71122579,0.88,0.64,0.45,0.15,0.48,0.69,0.43,0.27,0.14,0.47,0.25,0.61,0.38,0.82,0.63,0,0.9,0.32,0.49,0.66,0.63,0.59,0.9,0.32,02:20.1,02:45.6,0 days 00:00:25.525177,COMPLETE,,
460,460,20.71341554,0.52,0.55,0.25,0.67,0.47,0.44,0.67,1,0.21,0.98,1,0.19,0.02,0.27,0.18,0.05,0.69,0.63,0.72,0.6,0.85,0.23,0.47,0.02,32:23.3,32:51.6,0 days 00:00:28.237541,COMPLETE,,
473,473,20.72986565,0.36,0.64,0.34,0.62,0.46,0.45,0.7,0.26,0.61,0.93,1,0.15,0.05,0.26,0.16,0.09,0.55,0.67,0.72,0.65,0.85,0.11,0.37,0.08,38:09.1,38:35.7,0 days 00:00:26.594370,COMPLETE,,
808,808,20.73456137,0.11,0.56,0.58,0.78,0.42,0.47,0.62,0.27,0.71,0.44,0.29,1,0.92,0.08,0.12,0.02,0.49,0.15,0.81,0.32,0.17,0.06,0.08,0.62,42:36.0,43:47.8,0 days 00:01:11.779302,COMPLETE,,
162,162,20.73613715,0.67,0.71,0.08,0.31,0.65,0.65,0.83,0.4,0.11,0.11,0.71,0.62,0.44,0.57,0.91,0.6,0.89,0.02,0.04,0.92,0.4,0.61,0.16,0.56,52:54.1,54:03.5,0 days 00:01:09.411673,COMPLETE,,
743,743,20.7400409,0.23,0.72,0.46,0.88,0.96,0.93,0.48,0.3,0.14,0.63,0.45,0.09,0.77,0.14,0.2,0.07,0.3,0.18,0.94,0.2,0.06,0.05,0.21,0.49,55:28.1,55:59.0,0 days 00:00:30.917350,COMPLETE,,
778,778,20.74116336,0.11,0.61,0.4,0.78,0.37,0.52,0.51,0.67,0.02,0.56,0.21,0.8,0.86,0.13,0.19,0.43,0.36,0.17,0.91,0.25,0.16,0.11,0.12,0.57,17:12.3,17:38.6,0 days 00:00:26.312640,COMPLETE,,
837,837,20.74178143,0.15,0.55,0.64,0.78,0.16,0.48,0.59,0.29,0.4,0.45,0.3,0.92,0.9,0.12,0.13,0,0.48,0.16,0.83,0.33,0.18,0,0.09,0.57,07:15.2,08:35.5,0 days 00:01:20.248364,COMPLETE,,
280,280,20.74218603,0.73,0.81,0.07,0.43,0.56,0.57,0.77,0.31,0.38,0.1,0.98,0.14,0.32,0.5,0.39,0.15,0.98,0.01,0.1,0.78,0.77,0.84,0.69,0.29,52:49.3,53:55.4,0 days 00:01:06.054201,COMPLETE,,
757,757,20.75154167,0,0.69,0.38,0.86,0.31,0.54,0.46,0.34,0.77,0.56,0.35,0,0.88,0.18,0.15,0.04,0.43,0.18,0.96,0.21,0.06,0.02,0.23,0.6,04:45.6,05:22.8,0 days 00:00:37.227254,COMPLETE,,
534,534,20.75462334,0.32,0.59,0.42,0.73,0.45,0.48,0.71,0.24,0.71,0.97,0.98,0.04,0.07,0.23,0.06,0.03,0.44,0.75,0.64,0.61,0.18,0.02,0.36,0.09,58:31.4,59:30.8,0 days 00:00:59.434092,COMPLETE,,
664,664,20.75508228,0.13,0.63,0.37,0.85,0.36,0.56,0.45,0.34,0.75,0.6,0.3,0.02,0.76,0.07,0.25,0.09,0.42,0.23,0.89,0.33,0.15,0.08,0.18,0.65,48:05.3,48:38.0,0 days 00:00:32.697181,COMPLETE,,
7,7,20.75598782,0.68,0.3,0.24,0.53,0.41,0.17,0.48,0.51,0.13,0.73,0.78,0.46,0.75,0.02,0.8,0.5,0.77,0.18,0.07,0.58,0.34,0.34,0.03,0.24,14:14.2,15:05.7,0 days 00:00:51.451079,COMPLETE,,
259,259,20.75715084,0.77,0.92,0.06,0.35,0.6,0.23,0.85,0.29,0.11,0.15,0.83,0.56,0.36,0.64,0.44,0.12,0.88,0,0.07,0,0.74,0.77,0.04,0.36,35:42.2,36:26.7,0 days 00:00:44.520929,COMPLETE,,
300,300,20.76549729,0.71,0.83,0.06,0.4,0.57,0.53,0.73,0.32,0.45,0.13,0.98,0.09,0.37,0.53,0.36,0.12,0.96,0.02,0.11,0.13,0.65,0.83,0.73,0.32,58:54.8,59:52.3,0 days 00:00:57.528352,COMPLETE,,
651,651,20.76559993,0,0.67,0.45,0.88,0.35,0.58,0.49,0.32,0.91,0.57,0.34,0.06,0.86,0.05,0.21,0.09,0.4,0.18,0.91,0.28,0.12,0.07,0.11,0.54,35:04.6,35:42.6,0 days 00:00:37.973620,COMPLETE,,
547,547,20.77231014,0.32,0.64,0.44,0.67,0.44,0.5,0.73,0.27,0.86,0.9,0.98,0.14,0.02,0.21,0,0,0.51,0.69,0.66,0.65,0.21,0.12,0.26,0.02,09:41.8,10:26.9,0 days 00:00:45.098337,COMPLETE,,
771,771,20.77484526,0,0.68,0.45,0.9,0.41,0.58,0.58,0.31,1,0.54,0.26,0.04,0.76,0,0.2,0.12,0.36,0.15,0.9,0.19,0.06,0.06,0.22,0.65,13:03.0,13:33.2,0 days 00:00:30.206989,COMPLETE,,
471,471,20.77577133,0.35,0.5,0.36,0.61,0.45,0.47,0.69,0.26,0.8,0.95,1,0.14,0.07,0.28,0.14,0.05,0.59,0.67,0.63,0.66,0.87,0.13,0.35,0.11,37:15.3,37:43.8,0 days 00:00:28.545555,COMPLETE,,
919,919,20.77893604,0.11,0.41,0.62,0.73,0.43,0.11,0.64,0.23,0.11,0.45,0.38,0.96,0.96,0.06,0.02,0,0.48,0.25,0.89,0.25,0.29,0.04,0.1,0.54,08:55.4,10:05.6,0 days 00:01:10.206179,COMPLETE,,
24,24,20.78304696,0.29,0.94,0.1,0.41,0.13,0.76,0.27,0.29,0.07,0.38,0.46,0.12,0.6,0.46,0.18,0.33,0.91,0.29,0.72,0.74,0.66,0.23,0.58,0.02,26:14.0,27:05.3,0 days 00:00:51.317316,COMPLETE,,
715,715,20.78762833,0,0.65,0.76,0.89,0.11,0.53,0.57,0.33,0.03,0.58,0.55,0.02,0.84,0.12,0.21,0.81,0.37,0.12,0.88,0.17,0.05,0.02,0.19,0.68,32:46.8,33:11.4,0 days 00:00:24.598279,COMPLETE,,
908,908,20.78875761,0.07,0.36,0.64,0.7,0.46,0.46,0.14,0.23,0.32,0.47,0.36,0.98,1,0.01,0,0,0.49,0.25,0.85,0.24,0.28,0.05,0.02,0.45,00:52.3,01:18.7,0 days 00:00:26.458663,COMPLETE,,
580,580,20.8016089,0.43,0.68,0.42,0.67,0.36,0.53,0.58,0.3,0.97,0.56,0.52,0.1,0.12,0.21,0.15,0.02,0.48,0.2,0.59,0.16,0.06,0.08,0.27,0.07,37:27.2,38:01.7,0 days 00:00:34.566605,COMPLETE,,
723,723,20.80174488,0.12,0.69,0.87,0.91,0.4,0.55,0.47,0.35,0.61,0.61,0.52,0.04,0.9,0.04,0.21,0.09,0.39,0.13,0.94,0.2,0.07,0.05,0.2,0.75,37:28.3,38:13.7,0 days 00:00:45.411590,COMPLETE,,
64,64,20.80694075,0.13,0.97,0.96,0.39,0.93,0.54,0.82,0.16,0.12,0.62,0.13,0.75,0.59,0.48,0.3,0.37,0.98,0.11,0.34,0.32,0.13,0.64,0.84,0.16,50:24.4,50:55.6,0 days 00:00:31.223793,COMPLETE,,
55,55,20.81505363,0.99,0.75,0.56,0.36,0.72,0.39,0.56,0.11,0.19,0.72,0.22,0.43,0.64,0.42,0.76,0.32,0.55,0,0.1,0.34,0.76,0.09,0.72,0.21,45:34.9,46:07.3,0 days 00:00:32.431508,COMPLETE,,
411,411,20.8227675,0.57,0.72,0.13,0.52,0.33,0.47,0.73,0.17,0.51,0.84,0.95,0.24,0.25,0.05,0.22,0.02,0.94,0.36,0.13,0.36,0.82,0.96,0.52,0.19,07:43.8,08:14.4,0 days 00:00:30.580958,COMPLETE,,
29,29,20.82493264,0.04,0.78,0.54,0.68,0.09,0.76,0.14,0.07,0.07,0.45,0.33,0.26,0.18,0.53,0.23,0.36,0.79,0.64,0.51,0.69,0.65,0.08,0.63,0.39,30:05.0,30:50.2,0 days 00:00:45.219589,COMPLETE,,
548,548,20.83213344,0.38,0.6,0.43,0.71,0.47,0.46,0.72,0.29,0,0.94,0.97,0.12,0.04,0.24,0.08,0.05,0.53,0.68,0.66,0.71,0.23,0.15,0.28,0.06,10:26.9,11:18.9,0 days 00:00:51.944357,COMPLETE,,
32,32,20.8544645,0.22,1,0.46,0.85,0.18,0.93,0.32,0.31,0.22,0.57,0.43,0.26,0.64,0.34,0.07,0.28,0.82,0.17,0.31,0.69,0.77,0.31,0.46,0.16,32:30.3,33:18.1,0 days 00:00:47.725898,COMPLETE,,
72,72,20.85933089,0.66,0.8,0.57,0.26,0.61,0.59,0.78,0.18,0.2,0.41,0.06,0.49,0.43,0.4,0.56,0.82,0.81,0.03,0.44,0.72,0.4,0.74,0.92,0.08,54:59.4,55:25.6,0 days 00:00:26.197473,COMPLETE,,
303,303,20.86808163,0.78,0.83,0.13,0.39,0.5,0.54,0.74,0.25,0.74,0.07,0.99,0.23,0.37,0.56,0.35,0.16,0.95,0.03,0.07,0.75,0.78,0.81,0.64,0.32,02:13.6,03:24.9,0 days 00:01:11.227396,COMPLETE,,
220,220,20.87472903,0.88,0.91,0.07,0.38,0.67,0.51,0.89,0.26,0.53,0.24,0.8,0.48,0.47,0.57,0.33,0.18,0.88,0.08,0.05,0.86,0.53,0.85,0,0.36,02:11.8,03:18.6,0 days 00:01:06.898181,COMPLETE,,
380,380,20.87595873,0.46,0.67,0.15,0.54,0.49,0.46,0.8,0.22,0.57,0.92,0.88,0.35,0.29,0.44,0.28,0.02,0.96,0.43,0.18,0.51,0.75,0.98,0.48,0.18,03:02.4,03:35.5,0 days 00:00:33.062048,COMPLETE,,
398,398,20.89906389,0.59,0.7,0.14,0.54,0.46,0.46,0.82,0.21,0.65,0.98,0.38,0.32,0.21,0.4,0.35,0.02,0.95,0.42,0.23,0.56,0.83,0.93,0.48,0.25,13:33.5,14:05.9,0 days 00:00:32.427254,COMPLETE,,
996,996,20.91067383,0.15,0.23,0.57,0.69,0.42,0.53,0.66,0.62,0.6,0.42,0.44,0.68,0.91,0.05,0.07,0.03,0.51,0.27,0.9,0.21,0.37,0.03,0.07,0.48,09:32.7,10:20.4,0 days 00:00:47.660116,COMPLETE,,
37,37,20.91098699,0.26,0.88,0.71,0.42,0.31,0.73,0.32,0.35,0.05,0.69,0.4,0.24,0.65,0.64,0.26,0.42,0.85,0.12,0.63,0.29,0.95,0.47,0.58,0.21,36:01.6,36:47.9,0 days 00:00:46.293356,COMPLETE,,
235,235,20.9339725,0.77,0.84,0.07,0.34,0.65,0.55,0.78,0.38,0.63,0.23,0.82,0.36,0.39,0.69,0.42,0.16,0.82,0.08,0.08,0.83,0.54,0.78,0,0.39,14:52.6,15:28.1,0 days 00:00:35.551775,COMPLETE,,
36,36,20.94639242,0.09,0.66,0.41,0.52,0.48,0.94,0.1,0.13,0.16,0.48,0.12,0.19,0.73,0.24,0.34,0.55,0.77,0.22,0.58,0.67,0.67,0.52,0.49,0.34,35:30.1,36:01.6,0 days 00:00:31.547441,COMPLETE,,
85,85,20.95686182,0.86,0.54,0.38,0.18,0.51,0.77,0.46,0.48,0.03,0.31,0.17,0.69,0.48,0.78,0.73,0.11,0.97,0.03,0.46,0.76,0.51,0.78,0.84,0.27,00:29.5,00:58.6,0 days 00:00:29.080335,COMPLETE,,
752,752,20.95972747,0.24,0.33,0.36,0.8,0.39,0.15,0.49,0.29,0.07,0.55,0.44,0.09,0.79,0,0.23,0.06,0.45,0.24,0.95,0.23,0.06,0.05,0.25,0.54,00:40.9,01:41.9,0 days 00:01:00.930790,COMPLETE,,
975,975,20.96460935,0.17,0.3,0.68,0.09,0.47,0.52,0.63,0.18,0.13,0.42,0.41,0.72,0.89,0,0.02,0.02,0.44,0.26,0.92,0.14,0.3,0.05,0.15,0.56,51:31.2,52:31.1,0 days 00:00:59.887922,COMPLETE,,
33,33,20.97712699,0,0.88,0.59,1,0.13,0.81,0.2,0.17,0.1,0.65,0.22,0.04,0.05,0.24,0.14,0.38,0.73,0.07,0.27,0.8,0.91,0.43,0.63,0.25,33:18.1,34:04.9,0 days 00:00:46.776193,COMPLETE,,
260,260,21.01059042,0.71,0.91,0.08,0.36,0.64,0.59,0.87,0.28,0.33,0.19,0.82,0.51,0.38,0.63,0.41,0.12,0.03,0.01,0.02,0.81,0.71,0.76,0.02,0.37,36:26.7,37:21.5,0 days 00:00:54.751735,COMPLETE,,
160,160,21.01656363,0.56,0.75,0.18,0.27,0.58,0.6,0.9,0.43,0.42,0.19,0.65,0.46,0.4,0.53,0.96,0.15,0.91,0.06,0.1,1,0.45,0.69,0.25,0.43,50:45.2,51:54.4,0 days 00:01:09.240460,COMPLETE,,
46,46,21.02308442,0.64,0.96,0.56,0.55,0.89,0.36,0.84,0.04,0.14,0.75,0.18,0.65,0.48,0.28,0.59,0.54,0.51,0.01,0.44,0.13,0.98,0.04,0.7,0.28,41:06.3,41:40.1,0 days 00:00:33.816902,COMPLETE,,
110,110,21.02816283,0.89,0.74,0.42,0.26,0.7,0.63,0.59,0.43,0.01,0.32,0.02,0.68,0.42,0.71,0.47,0.09,0.88,0.08,0.31,0.81,0.5,0.8,0.93,0.37,01:23.9,02:40.0,0 days 00:01:16.099178,COMPLETE,,
393,393,21.02920001,0.65,0.77,0.16,0.48,0.5,0.34,0.77,0.2,0.68,0.98,0.92,0.31,0.28,0.38,0.37,0.02,0.98,0.69,0.14,0.43,0.79,0.93,0.48,0.23,10:51.9,11:22.3,0 days 00:00:30.438281,COMPLETE,,
956,956,21.04946077,0.17,0.27,0.55,0.7,0.08,0.49,0.6,0.24,0.36,0.39,0.44,0.74,0.94,0.03,0.04,0.04,0.43,0.27,0.9,0.14,0.35,0.09,0.12,0.53,34:40.7,35:35.2,0 days 00:00:54.515625,COMPLETE,,
66,66,21.07736815,0.12,1,0.54,0.48,0.72,0.67,0.73,0.32,0.08,0.67,0.52,0.72,0.89,0.33,0.11,0.67,0.88,0.26,0.41,0.5,0.36,0.82,0.8,0.09,51:35.5,52:22.1,0 days 00:00:46.595116,COMPLETE,,
849,849,21.08317132,0.1,0.51,0.59,0.12,0.41,0.46,0.66,0.25,0.18,0.4,0.29,0.78,0.96,0.02,0.63,0.02,0.48,0.14,0.83,0.35,0.24,0,0.07,0.65,19:40.8,20:22.6,0 days 00:00:41.845349,COMPLETE,,
124,124,21.11247842,0.67,0.77,0.46,0.36,0.42,0.7,0.74,0.53,0.78,0.28,0.92,0.56,0.39,0.63,0.92,0.07,0.83,0.1,0.36,0.9,0.43,0.83,0.95,0.6,18:37.2,19:34.6,0 days 00:00:57.364843,COMPLETE,,
310,310,21.11731025,0.67,0.82,0.06,0.38,0.46,0.56,0.79,0.33,0.95,0.14,0.94,0.21,0.28,0.49,0.4,0.11,0.96,0.85,0.06,0.29,0.68,0.8,0.6,0.32,08:53.3,10:02.3,0 days 00:01:08.965357,COMPLETE,,
58,58,21.12072282,0.53,0.68,0.42,0.51,0.56,0.53,0.52,0.01,0,0.71,0.23,0.55,0.56,0.48,0.67,0.08,0.69,0.04,0,0.37,0.74,0.16,0.99,0.23,46:58.0,47:51.6,0 days 00:00:53.580995,COMPLETE,,
65,65,21.13159602,0.06,0.94,0.49,0.56,0.85,0.48,0.9,0.2,0.17,0.7,0.04,0.63,0.52,0.4,0.34,0.34,0.93,0.46,0.29,0.39,0.26,0.88,0.91,0.26,50:55.6,51:35.5,0 days 00:00:39.881863,COMPLETE,,
210,210,21.14075403,0.82,0.93,0.02,0.38,0.69,0.51,0.98,0.29,0.85,0.23,0.81,0.5,0.49,0.58,0.4,0.17,0.83,0.08,0.02,0.75,0.67,0.9,0.11,0.4,54:35.2,55:33.9,0 days 00:00:58.772853,COMPLETE,,
912,912,21.14445543,0.07,0.39,0.72,0.71,0.46,0.04,0.62,0.21,0.13,0.43,0.41,0.95,1,0,0.02,0.02,0.51,0.26,0.89,0.21,0.28,0.07,0.13,0.49,03:15.6,04:05.9,0 days 00:00:50.294599,COMPLETE,,
18,18,21.14615519,0.77,0.61,0.19,0.45,0.4,0.42,0.18,0,0.13,0.64,0.87,0.34,0.79,0.88,0.66,0.59,0.58,0.23,0.32,0.49,0.43,0.16,0.29,0.59,22:40.8,23:15.2,0 days 00:00:34.362483,COMPLETE,,
19,19,21.16006773,0.43,0.21,0.37,0.69,0.44,0.17,0.46,0.5,0.29,0.81,0.6,0.52,0.99,0.32,0.45,0.11,0.37,0.52,0.13,0.98,0.05,0.59,0.08,0.24,23:15.2,23:49.4,0 days 00:00:34.200382,COMPLETE,,
503,503,21.1690693,0.42,0.64,0.33,0.56,0.91,0.46,0.65,0.23,0.23,0.91,0.98,0.13,0.1,0.17,0.16,0.74,0.6,0.64,0.69,0.65,1,0.09,0.36,0.02,40:48.8,41:21.8,0 days 00:00:33.024944,COMPLETE,,
553,553,21.1767894,0.41,0.61,0.39,0.66,0.44,0.5,0.08,0.94,0.19,0.96,1,0.08,0.04,0.26,0.07,0.7,0.52,0.63,0.61,0.73,0.09,0.05,0.38,0.07,15:03.2,16:20.5,0 days 00:01:17.332147,COMPLETE,,
