system:index,MAD_depth,MAD_volume,MAEPercDepth,MAEPercVolume,MAE_depth,MAE_volume,.geo
0,22.68171182506069,6840.824216641112,68.40850131751029,81.92514717711433,21.72030249084823,12628.382233280492,"{""type"":""MultiPoint"",""coordinates"":[]}"
