system:index,MAD_depth,MAD_volume,MAEPercDepth,MAEPercVolume,MAE_depth,MAE_volume,.geo
0,22.63858359,5193.099331,67.38016206,83.95551447,21.20576685,12392.78897,"{""type"":""MultiPoint"",""coordinates"":[]}"
