system:index,MAD_depth,MAD_volume,MAEPercDepth,MAEPercVolume,MAE_depth,MAE_volume,.geo
0,20.2207995634561,5313.529845359615,62.10248889281318,78.99891773118706,19.54478677038273,11661.13890474386,"{""type"":""MultiPoint"",""coordinates"":[]}"
