system:index,MAD_depth,MAD_volume,MAEPercDepth,MAEPercVolume,MAE_depth,MAE_volume,.geo
0,21.65537184,5339.619729,62.35721013,75.32443712,19.79896417,11610.91333,"{""type"":""MultiPoint"",""coordinates"":[]}"
