system:index,MAD_depth,MAD_volume,MAEPercDepth,MAEPercVolume,MAE_depth,MAE_volume,.geo
0,18.565149305357654,4602.287730295197,62.00377381034935,73.81170918561473,22.24161614320648,12899.661753585362,"{""type"":""MultiPoint"",""coordinates"":[]}"
