system:index,MAD_depth,MAD_volume,MAEPercDepth,MAEPercVolume,MAE_depth,MAE_volume,.geo
0,20.113738504258706,5274.894268787879,61.66607673073564,76.57742997690926,19.407439897433257,11303.699766718526,"{""type"":""MultiPoint"",""coordinates"":[]}"
