system:index,MAD_depth,MAD_volume,MAEPercDepth,MAEPercVolume,MAE_depth,MAE_volume,.geo
0,20.13061018,5258.742738,61.91977846,73.92377163,19.66007576,11395.00723,"{""type"":""MultiPoint"",""coordinates"":[]}"
