system:index,MAD_depth,MAD_volume,MAE_depth,MAE_perc_depth,MAE_perc_volume,MAE_volume,.geo
0,22.998174862805918,7265.299445782035,26.003956364819906,81.89994978167509,78.81580201907512,12149.091069286245,"{""type"":""MultiPoint"",""coordinates"":[]}"
