system:index,ETi,area,closestFieldsEtAvg,endDate,et,groupNumber,meterMinusModelDepth,meterMinusModelDepthAbs,meterMinusModelVolume,meterMinusModelVolumeAbs,numberOfClosestFields,startDate,system:time_end,system:time_start,waterMeterDepth,waterMeterVolume,waterModelDepth,waterModelVolume
0_0_20_000000000000000000d3,0,271963.3675149927,90.90121100158738,9/1/2012,87.2866921,16,143.4710945439333,143.4710945439333,39018.88201,39018.88201,7,8/1/2012,1.34648E+12,1.3438E+12,143.4710945439333,39018.88201,0,0
0_0_21_0000000000000000016a,0,164651.4991778439,49.34781278112711,10/1/2012,42.61468320912254,30,33.536151171243205,33.536151171243205,5521.777567,5521.777567,10,9/1/2012,1.34907E+12,1.34648E+12,33.536151171243205,5521.777567,0,0
0_0_21_000000000000000000a3,0,196514.8730274846,53.32851522828965,10/1/2012,51.39542074783727,33,9.887359002228038,9.887359002228038,1943.013099,1943.013099,9,9/1/2012,1.34907E+12,1.34648E+12,9.887359002228038,1943.013099,0,0
0_0_22_0000000000000000016b,0,164651.4991778439,20.198021772553567,11/1/2012,19.357428089431767,30,25.374545861178532,25.374545861178532,4177.957017,4177.957017,10,10/1/2012,1.35175E+12,1.34907E+12,25.374545861178532,4177.957017,0,0
0_0_25_0000000000000000016e,0,164651.4991778439,7.387588760007038,2/1/2013,6.915372953,30,23.135277249346704,23.135277249346704,3809.2580829999997,3809.2580829999997,10,1/1/2013,1.35971E+12,1.35703E+12,23.135277249346704,3809.2580829999997,0,0
0_0_27_00000000000000000170,0,164651.4991778439,35.22936242,4/1/2013,21.589912233872177,30,24.61356238,24.61356238,4052.6599459999998,4052.6599459999998,10,3/1/2013,1.3648E+12,1.36212E+12,24.61356238,4052.6599459999998,0,0
0_0_27_000000000000000000ac,0,196514.8730274846,35.57549376100178,4/1/2013,20.72990992,33,0,0,0,0,9,3/1/2013,1.3648E+12,1.36212E+12,0,0,0,0
0_0_28_00000000000000000011,0,136664.5351726821,48.251346276796006,5/1/2013,45.80291162,26,5.5674093431672524,5.5674093431672524,760.86741,760.86741,9,4/1/2013,1.36739E+12,1.3648E+12,5.5674093431672524,760.86741,0,0
0_0_28_00000000000000000171,0,164651.4991778439,54.86829317327928,5/1/2013,52.46778706,30,20.587936775106805,20.587936775106805,3389.834655,3389.834655,10,4/1/2013,1.36739E+12,1.3648E+12,20.587936775106805,3389.834655,0,0
0_0_29_00000000000000000012,0,136664.5351726821,61.86672984455515,6/1/2013,61.59190930172636,26,7.295799109404251,7.295799109404251,997.076994,997.076994,9,5/1/2013,1.37007E+12,1.36739E+12,7.295799109404251,997.076994,0,0
0_0_29_00000000000000000172,0,164651.4991778439,78.20041599106607,6/1/2013,72.68434089986977,30,28.5403291,28.5403291,4699.207974,4699.207974,10,5/1/2013,1.37007E+12,1.36739E+12,28.5403291,4699.207974,0,0
0_0_3_00000000000000000059,0,136664.5351726821,30.49440303560346,4/1/2011,28.23331615562999,26,0,0,0,0,7,3/1/2011,1.30164E+12,1.29897E+12,0,0,0,0
0_0_3_00000000000000000161,0,164651.4991778439,31.38393314368214,4/1/2011,29.098315146597194,30,32.19580866539315,32.19580866539315,5301.088164,5301.088164,9,3/1/2011,1.30164E+12,1.29897E+12,32.19580866539315,5301.088164,0,0
0_0_30_00000000000000000013,0,136664.5351726821,85.65605612565747,7/1/2013,84.52378253027568,26,10.112742045723204,10.112742045723204,1382.053191,1382.053191,9,6/1/2013,1.37266E+12,1.37007E+12,10.112742045723204,1382.053191,0,0
0_0_32_000000000000000001dd,0,519541.8245575392,64.27800573,9/1/2013,56.72714691775947,32,8.730092101021363,8.730092101021363,4535.647979,4535.647979,8,8/1/2013,1.37802E+12,1.37534E+12,8.730092101021363,4535.647979,0,0
0_0_32_000000000000000000a7,0,196514.8730274846,83.33381341316881,9/1/2013,72.70163365982698,33,79.84684324277808,79.84684324277808,15691.09226,15691.09226,9,8/1/2013,1.37802E+12,1.37534E+12,79.84684324277808,15691.09226,0,0
0_0_33_000000000000000000d5,0,271963.3675149927,54.04122623379759,10/1/2013,52.21217355435819,16,47.670883422581845,47.670883422581845,12964.73399,12964.73399,7,9/1/2013,1.38061E+12,1.37802E+12,47.670883422581845,12964.73399,0,0
0_0_33_000000000000000001de,0,519541.8245575392,32.84354439,10/1/2013,30.100075300693987,32,8.795848742036926,8.795848742036926,4569.811304,4569.811304,8,9/1/2013,1.38061E+12,1.37802E+12,8.795848742036926,4569.811304,0,0
0_0_33_000000000000000000a8,0,196514.8730274846,44.832069247459884,10/1/2013,44.06942161,33,9.862895354128856,9.862895354128856,1938.2056281999999,1938.2056281999999,9,9/1/2013,1.38061E+12,1.37802E+12,9.862895354128856,1938.2056281999999,0,0
0_0_35_00000000000000000175,0,164651.4991778439,10.987419536037077,12/1/2013,10.593286211535583,30,21.54893706232005,21.54893706232005,3548.064793,3548.064793,10,11/1/2013,1.38588E+12,1.38329E+12,21.54893706232005,3548.064793,0,0
0_0_38_00000000000000000192,0,156204.2238936015,19.081857717641217,3/1/2014,18.01580414549705,30,19.49118395846858,19.49118395846858,3044.605263,3044.605263,12,2/1/2014,1.39366E+12,1.39124E+12,19.49118395846858,3044.605263,0,0
0_0_38_0000000000000000023f,0,198451.8649455231,17.50675718531259,3/1/2014,15.54345132743363,33,2.002843612022032,2.002843612022032,397.46805,397.46805,9,2/1/2014,1.39366E+12,1.39124E+12,2.002843612022032,397.46805,0,0
0_0_39_0000000000000000005c,0,136664.5351726821,37.856630313830195,4/1/2014,37.26031950528214,26,0,0,0,0,12,3/1/2014,1.39634E+12,1.39366E+12,0,0,0,0
0_0_4_00000000000000000005,0,136664.5351726821,46.35697931994171,5/1/2011,40.07353774800309,26,10.478362957811798,10.478362957811798,1432.020603,1432.020603,7,4/1/2011,1.30423E+12,1.30164E+12,10.478362957811798,1432.020603,0,0
0_0_40_00000000000000000018,0,136664.5351726821,47.97831860180327,5/1/2014,33.809713991239384,26,2.2380431588453433,2.2380431588453433,305.861128,305.861128,12,4/1/2014,1.39893E+12,1.39634E+12,2.2380431588453433,305.861128,0,0
0_0_41_00000000000000000019,0,136664.5351726821,78.90600667353084,6/1/2014,60.62970883792838,26,4.420689209798475,4.420689209798475,604.151436,604.151436,12,5/1/2014,1.40161E+12,1.39893E+12,4.420689209798475,604.151436,0,0
0_0_41_00000000000000000195,0,156204.2238936015,75.06162578939164,6/1/2014,28.901623128456457,30,23.58425988857593,23.58425988857593,3683.9610119999998,3683.9610119999998,12,5/1/2014,1.40161E+12,1.39893E+12,23.58425988857593,3683.9610119999998,0,0
0_0_41_00000000000000000240,0,198451.8649455231,66.32297057372166,6/1/2014,63.357663716814166,33,28.058866194674263,28.058866194674263,5568.334325,5568.334325,9,5/1/2014,1.40161E+12,1.39893E+12,28.058866194674263,5568.334325,0,0
0_0_42_0000000000000000012b,0,1049272.5043558571,86.35184419,7/1/2014,80.74782059,1,38.13937492107182,38.13937492107182,40018.59744,40018.59744,25,6/1/2014,1.4042E+12,1.40161E+12,38.13937492107182,40018.59744,0,0
0_0_42_00000000000000000108,0,1653200.1408806772,65.19019031,7/1/2014,62.341948657612264,12,6.681268688367012,6.681268688367012,11045.47434,11045.47434,47,6/1/2014,1.4042E+12,1.40161E+12,6.681268688367012,11045.47434,0,0
0_0_42_000000000000000000c2,0,276122.19522553793,73.16096950252717,7/1/2014,70.73916466659047,16,13.998351888999146,13.998351888999146,3865.2556531299997,3865.2556531299997,11,6/1/2014,1.4042E+12,1.40161E+12,13.998351888999146,3865.2556531299997,0,0
0_0_42_0000000000000000001a,0,136664.5351726821,84.38383985619397,7/1/2014,73.70407112,26,40.44265861670898,40.44265861670898,5527.077141,5527.077141,12,6/1/2014,1.4042E+12,1.40161E+12,40.44265861670898,5527.077141,0,0
0_0_42_00000000000000000196,0,156204.2238936015,78.72875764015205,7/1/2014,68.97356233982288,30,23.64969094252081,23.64969094252081,3694.181619,3694.181619,12,6/1/2014,1.4042E+12,1.40161E+12,23.64969094252081,3694.181619,0,0
0_0_42_000000000000000001ce,0,469668.10469782137,61.855063518680154,7/1/2014,60.35666224092544,32,11.431013937989697,11.431013937989697,5368.782651,5368.782651,10,6/1/2014,1.4042E+12,1.40161E+12,11.431013937989697,5368.782651,0,0
0_0_43_0000000000000000012c,0,1049272.5043558571,91.92445056949717,8/1/2014,91.40692701867013,1,47.14154884041862,47.14154884041862,49464.33101,49464.33101,25,7/1/2014,1.40688E+12,1.4042E+12,47.14154884041862,49464.33101,0,0
0_0_43_00000000000000000109,0,1653200.1408806772,102.02900885671912,8/1/2014,100.27462891440938,12,11.508886462206801,11.508886462206801,19026.492720700004,19026.492720700004,47,7/1/2014,1.40688E+12,1.4042E+12,11.508886462206801,19026.492720700004,0,0
0_0_43_0000000000000000001b,0,136664.5351726821,92.92184724683217,8/1/2014,88.35380056686418,26,65.01681567769398,65.01681567769398,8885.492893,8885.492893,12,7/1/2014,1.40688E+12,1.4042E+12,65.01681567769398,8885.492893,0,0
0_0_44_0000000000000000001c,0,136664.5351726821,62.42094520993381,9/1/2014,62.15954651,26,64.89217218493653,64.89217218493653,8868.458548,8868.458548,12,8/1/2014,1.40955E+12,1.40688E+12,64.89217218493653,8868.458548,0,0
0_0_44_00000000000000000197,0,156204.2238936015,85.13151359570301,9/1/2014,76.65768175891371,30,26.27662658978923,26.27662658978923,4104.520063,4104.520063,12,8/1/2014,1.40955E+12,1.40688E+12,26.27662658978923,4104.520063,0,0
0_0_44_000000000000000001cf,0,469668.10469782137,54.42727024482216,9/1/2014,49.53491459819525,32,11.766670507561155,11.766670507561155,5526.429836,5526.429836,10,8/1/2014,1.40955E+12,1.40688E+12,11.766670507561155,5526.429836,0,0
0_0_44_00000000000000000241,0,198451.8649455231,74.37627634370781,9/1/2014,70.73692035,33,77.88791761338747,77.88791761338747,15457.00251,15457.00251,9,8/1/2014,1.40955E+12,1.40688E+12,77.88791761338747,15457.00251,0,0
0_0_45_0000000000000000012d,0,1049272.5043558571,40.99817239225224,10/1/2014,24.908338464333646,1,10.773891793667008,10.773891793667008,11304.74842,11304.74842,25,9/1/2014,1.41215E+12,1.40955E+12,10.773891793667008,11304.74842,0,0
0_0_45_000000000000000000c3,0,276122.19522553793,57.845457758995366,10/1/2014,57.44971872,16,68.99161963039506,68.99161963039506,19050.11746,19050.11746,11,9/1/2014,1.41215E+12,1.40955E+12,68.99161963039506,19050.11746,0,0
0_0_46_0000000000000000001e,0,136664.5351726821,30.247743082618772,11/1/2014,29.181422313836645,26,13.486425916358883,13.486425916358883,1843.116129,1843.116129,12,10/1/2014,1.41483E+12,1.41215E+12,13.486425916358883,1843.116129,0,0
0_0_49_00000000000000000198,0,156204.2238936015,12.748930319484451,2/1/2015,12.144417966818033,30,26.61832209,26.61832209,4157.894344,4157.894344,12,1/1/2015,1.42278E+12,1.4201E+12,26.61832209,4157.894344,0,0
0_0_5_00000000000000000006,0,136664.5351726821,73.54950983252436,6/1/2011,57.96822983767072,26,31.944742266043747,31.944742266043747,4365.713353,4365.713353,7,5/1/2011,1.30691E+12,1.30423E+12,31.944742266043747,4365.713353,0,0
0_0_5_00000000000000000163,0,164651.4991778439,77.51243135205826,6/1/2011,72.35917914113053,30,25.83435461104133,25.83435461104133,4253.665217,4253.665217,9,5/1/2011,1.30691E+12,1.30423E+12,25.83435461104133,4253.665217,0,0
0_0_5_000000000000000001df,0,519541.8245575392,71.29037119033966,6/1/2011,52.81868135595523,32,0,0,0,0,7,5/1/2011,1.30691E+12,1.30423E+12,0,0,0,0
0_0_5_0000000000000000009b,0,196514.8730274846,76.63538914399109,6/1/2011,76.01138557231715,33,34.19131919373993,34.19131919373993,6719.10275,6719.10275,7,5/1/2011,1.30691E+12,1.30423E+12,34.19131919373993,6719.10275,0,0
0_0_51_0000000000000000019a,0,156204.2238936015,32.79045904782813,4/1/2015,32.3162178,30,28.59094720154324,28.59094720154324,4466.026718,4466.026718,12,3/1/2015,1.42787E+12,1.4252E+12,28.59094720154324,4466.026718,0,0
0_0_52_0000000000000000001f,0,136664.5351726821,65.91499711161782,5/1/2015,63.74467921,26,6.254333481030676,6.254333481030676,854.745578,854.745578,12,4/1/2015,1.43046E+12,1.42787E+12,6.254333481030676,854.745578,0,0
0_0_52_0000000000000000019b,0,156204.2238936015,63.43479474389682,5/1/2015,54.39175396789712,30,19.350628361105507,19.350628361105507,3022.649885,3022.649885,12,4/1/2015,1.43046E+12,1.42787E+12,19.350628361105507,3022.649885,0,0
0_0_53_00000000000000000237,0,300881.60835869133,78.01288939068684,6/1/2015,55.880221108594355,6,42.06602444,42.06602444,12656.89309,12656.89309,21,5/1/2015,1.43314E+12,1.43046E+12,42.06602444,12656.89309,0,0
0_0_53_000000000000000000d9,0,1034545.6421484202,65.46628506352803,6/1/2015,53.01323200317543,15,38.79264845218147,38.79264845218147,40132.765403599995,40132.765403599995,16,5/1/2015,1.43314E+12,1.43046E+12,38.79264845218147,40132.765403599995,0,0
0_0_53_0000000000000000019c,0,156204.2238936015,98.07855375244702,6/1/2015,93.92260646669963,30,27.185391227912536,27.185391227912536,4246.472938,4246.472938,12,5/1/2015,1.43314E+12,1.43046E+12,27.185391227912536,4246.472938,0,0
0_0_54_0000000000000000012e,0,1049272.5043558571,85.90873287175302,7/1/2015,75.11939921874215,1,37.521384141452494,37.521384141452494,39370.15671,39370.15671,26,6/1/2015,1.43573E+12,1.43314E+12,37.521384141452494,39370.15671,0,0
0_0_54_0000000000000000010b,0,1653200.1408806772,81.15272784625672,7/1/2015,66.86725964,12,2.7924311406789317,2.7924311406789317,4616.447555,4616.447555,47,6/1/2015,1.43573E+12,1.43314E+12,2.7924311406789317,4616.447555,0,0
0_0_54_000000000000000000da,0,1034545.6421484202,87.21290749336492,7/1/2015,73.95426455794087,15,120.73101139092235,120.73101139092235,124901.74170664999,124901.74170664999,16,6/1/2015,1.43573E+12,1.43314E+12,120.73101139092235,124901.74170664999,0,0
0_0_55_0000000000000000012f,0,1049272.5043558571,91.20653129966105,8/1/2015,88.67247058506865,1,40.715959946198055,40.715959946198055,42722.13726,42722.13726,26,7/1/2015,1.43841E+12,1.43573E+12,40.715959946198055,42722.13726,0,0
0_0_55_000000000000000000c4,0,276122.19522553793,120.47130491361442,8/1/2015,117.34080028445528,16,134.7727128619401,134.7727128619401,37213.73733,37213.73733,11,7/1/2015,1.43841E+12,1.43573E+12,134.7727128619401,37213.73733,0,0
0_0_55_0000000000000000019e,0,156204.2238936015,104.68283592012752,8/1/2015,67.76129670428494,30,28.59337057391157,28.59337057391157,4466.405259,4466.405259,12,7/1/2015,1.43841E+12,1.43573E+12,28.59337057391157,4466.405259,0,0
0_0_55_00000000000000000246,0,198451.8649455231,99.28547161316561,8/1/2015,91.25865486725667,33,106.81832597450838,106.81832597450838,21198.296,21198.296,9,7/1/2015,1.43841E+12,1.43573E+12,106.81832597450838,21198.296,0,0
0_0_57_00000000000000000022,0,136664.5351726821,42.30312543291564,10/1/2015,33.727518680752375,26,3.279508787218919,3.279508787218919,448.192544,448.192544,12,9/1/2015,1.44368E+12,1.44109E+12,3.279508787218919,448.192544,0,0
0_0_57_0000000000000000019f,0,156204.2238936015,46.66233392137226,10/1/2015,29.352232363652718,30,2.1883052486009107,2.1883052486009107,341.822523,341.822523,12,9/1/2015,1.44368E+12,1.44109E+12,2.1883052486009107,341.822523,0,0
0_0_58_000000000000000001a0,0,156204.2238936015,26.501288772947692,11/1/2015,13.293669349399753,30,2.212538972284199,2.212538972284199,345.607933,345.607933,12,10/1/2015,1.44636E+12,1.44368E+12,2.212538972284199,345.607933,0,0
0_0_6_00000000000000000007,0,136664.5351726821,66.69747259,7/1/2011,62.14122648801855,26,31.861646604205422,31.861646604205422,4354.357123,4354.357123,7,6/1/2011,1.3095E+12,1.30691E+12,31.861646604205422,4354.357123,0,0
0_0_61_00000000000000000249,0,198451.8649455231,13.949509294406127,2/1/2016,13.64242477876106,33,0.00572241,0.00572241,1.135623,1.135623,6,1/1/2016,1.45431E+12,1.45164E+12,0.00572241,1.135623,0,0
0_0_62_0000000000000000005e,0,136664.5351726821,24.81624660397586,3/1/2016,24.662329296573056,26,0,0,0,0,10,2/1/2016,1.45682E+12,1.45431E+12,0,0,0,0
0_0_62_0000000000000000024a,0,198451.8649455231,25.45747346654397,3/1/2016,23.45037168141593,33,4.193954523574135,4.193954523574135,832.2980967,832.2980967,6,2/1/2016,1.45682E+12,1.45431E+12,4.193954523574135,832.2980967,0,0
0_0_63_0000000000000000005f,0,136664.5351726821,38.72749684106893,4/1/2016,35.44942025251225,26,0,0,0,0,10,3/1/2016,1.45949E+12,1.45682E+12,0,0,0,0
0_0_63_000000000000000001a5,0,156204.2238936015,42.10101333969866,4/1/2016,41.06685850456363,30,1.7351346157234242,1.7351346157234242,271.035356,271.035356,11,3/1/2016,1.45949E+12,1.45682E+12,1.7351346157234242,271.035356,0,0
0_0_64_00000000000000000060,0,136664.5351726821,60.27229733470815,5/1/2016,59.51272867817571,26,0,0,0,0,10,4/1/2016,1.46209E+12,1.45949E+12,0,0,0,0
0_0_64_000000000000000001a6,0,156204.2238936015,68.15430320712106,5/1/2016,59.13097432669393,30,1.674550306515204,1.674550306515204,261.571831,261.571831,11,4/1/2016,1.46209E+12,1.45949E+12,1.674550306515204,261.571831,0,0
0_0_65_00000000000000000024,0,136664.5351726821,85.57266968502589,6/1/2016,78.43947436227776,26,23.28340444709648,23.28340444709648,3182.015646,3182.015646,10,5/1/2016,1.46476E+12,1.46209E+12,23.28340444709648,3182.015646,0,0
0_0_65_000000000000000001a7,0,156204.2238936015,84.94274115533152,6/1/2016,52.73101138,30,32.58708823691744,32.58708823691744,5090.240827,5090.240827,11,5/1/2016,1.46476E+12,1.46209E+12,32.58708823691744,5090.240827,0,0
0_0_65_0000000000000000024b,0,198451.8649455231,88.87130898623298,6/1/2016,88.24810619469027,33,32.048549744523214,32.048549744523214,6360.094466,6360.094466,6,5/1/2016,1.46476E+12,1.46209E+12,32.048549744523214,6360.094466,0,0
0_0_66_00000000000000000131,0,1049257.0899117189,79.09497918,7/1/2016,69.19942733323016,1,32.313130950444794,32.313130950444794,33904.78175,33904.78175,25,6/1/2016,1.46736E+12,1.46476E+12,32.313130950444794,33904.78175,0,0
0_0_67_00000000000000000025,0,136664.5351726821,68.78696159490823,8/1/2016,67.49023447565064,26,69.20206717895056,69.20206717895056,9457.468343999999,9457.468343999999,10,7/1/2016,1.47003E+12,1.46736E+12,69.20206717895056,9457.468343999999,0,0
0_0_68_00000000000000000132,0,1049257.0899117189,54.42455671744105,9/1/2016,49.44211758847398,1,30.45155519481722,30.45155519481722,31951.51019,31951.51019,25,8/1/2016,1.47271E+12,1.47003E+12,30.45155519481722,31951.51019,0,0
0_0_68_000000000000000001a8,0,156204.2238936015,74.25736993,9/1/2016,42.90881704959309,30,30.832566642247386,30.832566642247386,4816.177143,4816.177143,11,8/1/2016,1.47271E+12,1.47003E+12,30.832566642247386,4816.177143,0,0
0_0_68_0000000000000000024c,0,198451.8649455231,75.73842264,9/1/2016,61.11293805309734,33,68.66911458776606,68.66911458776606,13627.51385,13627.51385,6,8/1/2016,1.47271E+12,1.47003E+12,68.66911458776606,13627.51385,0,0
0_0_69_00000000000000000133,0,1049257.0899117189,33.14189144754809,10/1/2016,32.16971057111902,1,7.710387025052823,7.710387025052823,8090.178252,8090.178252,25,9/1/2016,1.47531E+12,1.47271E+12,7.710387025052823,8090.178252,0,0
0_0_69_000000000000000000c8,0,276122.19522553793,48.73347095138315,10/1/2016,46.961382655847224,16,70.06473343179726,70.06473343179726,19346.428,19346.428,6,9/1/2016,1.47531E+12,1.47271E+12,70.06473343179726,19346.428,0,0
0_0_69_00000000000000000027,0,136664.5351726821,34.70345547940671,10/1/2016,33.868307137335734,26,29.501729807997215,29.501729807997215,4031.840191,4031.840191,10,9/1/2016,1.47531E+12,1.47271E+12,29.501729807997215,4031.840191,0,0
0_0_69_000000000000000001a9,0,156204.2238936015,42.92437496570562,10/1/2016,41.39440672631627,30,30.65808383172771,30.65808383172771,4788.922191,4788.922191,11,9/1/2016,1.47531E+12,1.47271E+12,30.65808383172771,4788.922191,0,0
0_0_71_000000000000000001ab,0,156204.2238936015,15.960385176023534,12/1/2016,12.132975136010069,30,1.4370598144189812,1.4370598144189812,224.47481299999998,224.47481299999998,11,11/1/2016,1.48058E+12,1.47798E+12,1.4370598144189812,224.47481299999998,0,0
0_0_72_000000000000000001ac,0,156204.2238936015,4.6544491177425416,1/1/2017,3.7406366620205906,30,1.4491766762606253,1.4491766762606253,226.367518,226.367518,11,12/1/2016,1.48326E+12,1.48058E+12,1.4491766762606253,226.367518,0,0
0_0_73_00000000000000000259,0,198451.8649455231,10.25272535827858,2/1/2017,9.447044247787613,33,0,0,0,0,6,1/1/2017,1.48594E+12,1.48326E+12,0,0,0,0
0_0_74_00000000000000000063,0,136664.5351726821,7.359130892237715,3/1/2017,4.835686679,26,0,0,0,0,10,2/1/2017,1.48836E+12,1.48594E+12,0,0,0,0
0_0_75_00000000000000000064,0,136664.5351726821,24.550994985469853,4/1/2017,17.28379283689771,26,0,0,0,0,10,3/1/2017,1.49103E+12,1.48836E+12,0,0,0,0
0_0_76_00000000000000000065,0,136664.5351726821,61.147832479296355,5/1/2017,49.87655243493945,26,0,0,0,0,10,4/1/2017,1.49362E+12,1.49103E+12,0,0,0,0
0_0_76_000000000000000001b0,0,156204.2238936015,75.72251508,5/1/2017,72.34081201384828,30,2.0017055762395928,2.0017055762395928,312.674866,312.674866,11,4/1/2017,1.49362E+12,1.49103E+12,2.0017055762395928,312.674866,0,0
0_0_77_00000000000000000134,0,1049257.0899117189,85.40889995796572,6/1/2017,76.20272134479119,1,13.619086196693996,13.619086196693996,14289.92275,14289.92275,25,5/1/2017,1.4963E+12,1.49362E+12,13.619086196693996,14289.92275,0,0
0_0_77_000000000000000000e8,0,1017574.3062065542,86.58407437617792,6/1/2017,82.06087004926378,15,4.750593743194165,4.750593743194165,4834.082132,4834.082132,6,5/1/2017,1.4963E+12,1.49362E+12,4.750593743194165,4834.082132,0,0
0_0_77_000000000000000001ec,0,1598321.2810764657,93.35801052608184,6/1/2017,88.88987913375149,17,5.479451897244062,5.479451897244062,8757.924576,8757.924576,16,5/1/2017,1.4963E+12,1.49362E+12,5.479451897244062,8757.924576,0,0
0_0_77_00000000000000000029,0,136664.5351726821,75.30700193,6/1/2017,74.0307395,26,40.98832012944726,40.98832012944726,5601.649718,5601.649718,10,5/1/2017,1.4963E+12,1.49362E+12,40.98832012944726,5601.649718,0,0
0_0_77_000000000000000001b1,0,156204.2238936015,95.14843836969426,6/1/2017,93.39132682882969,30,4.415384455095083,4.415384455095083,689.701702,689.701702,11,5/1/2017,1.4963E+12,1.49362E+12,4.415384455095083,689.701702,0,0
0_0_77_0000000000000000024e,0,198451.8649455231,88.25286537562698,6/1/2017,78.30683186,33,28.030273217775015,28.030273217775015,5562.659995,5562.659995,6,5/1/2017,1.4963E+12,1.49362E+12,28.030273217775015,5562.659995,0,0
0_0_77_0000000000000000011a,0,448751.4232801803,101.12154362416108,6/1/2017,97.68646929,37,7.690155923684658,7.690155923684658,3450.968416,3450.968416,1,5/1/2017,1.4963E+12,1.49362E+12,7.690155923684658,3450.968416,0,0
0_0_78_00000000000000000135,0,1049257.0899117189,77.97284578165673,7/1/2017,77.66279617504355,1,53.62961643436166,53.62961643436166,56271.25527,56271.25527,25,6/1/2017,1.49889E+12,1.4963E+12,53.62961643436166,56271.25527,0,0
0_0_78_0000000000000000010f,0,1653213.9357451517,79.65164687,7/1/2017,78.92474976980522,12,18.757123162280326,18.757123162280326,31009.53741,31009.53741,31,6/1/2017,1.49889E+12,1.4963E+12,18.757123162280326,31009.53741,0,0
0_0_78_000000000000000000e9,0,1017574.3062065542,82.03675228886658,7/1/2017,78.68153163182939,15,32.21485338255572,32.21485338255572,32781.00708,32781.00708,6,6/1/2017,1.49889E+12,1.4963E+12,32.21485338255572,32781.00708,0,0
0_0_78_000000000000000000c9,0,276122.19522553793,75.99775548988747,7/1/2017,51.533366350464156,16,39.609945531783325,39.609945531783325,10937.18511,10937.18511,6,6/1/2017,1.49889E+12,1.4963E+12,39.609945531783325,10937.18511,0,0
0_0_78_0000000000000000024f,0,198451.8649455231,78.20043063604494,7/1/2017,58.95336283185841,33,90.41425473,90.41425473,17942.87747,17942.87747,6,6/1/2017,1.49889E+12,1.4963E+12,90.41425473,17942.87747,0,0
0_0_79_00000000000000000120,0,363674.17497152014,95.60279443336857,8/1/2017,88.0381715,14,30.882583039006086,30.882583039006086,11231.19791,11231.19791,34,7/1/2017,1.50157E+12,1.49889E+12,30.882583039006086,11231.19791,0,0
0_0_79_000000000000000000ca,0,276122.19522553793,97.39893254376624,8/1/2017,87.4925267,16,76.60146432467504,76.60146432467504,21151.36449,21151.36449,6,7/1/2017,1.50157E+12,1.49889E+12,76.60146432467504,21151.36449,0,0
0_0_79_000000000000000001b2,0,156204.2238936015,98.61230032572298,8/1/2017,96.93471517,30,61.18530555556566,61.18530555556566,9557.403167999999,9557.403167999999,11,7/1/2017,1.50157E+12,1.49889E+12,61.18530555556566,9557.403167999999,0,0
0_0_79_00000000000000000150,0,1745256.574060867,87.19512814827638,8/1/2017,82.53619478581571,31,48.09822191,48.09822191,83943.73799600001,83943.73799600001,9,7/1/2017,1.50157E+12,1.49889E+12,48.09822191,83943.73799600001,0,0
0_0_8_00000000000000000008,0,136664.5351726821,71.61460040466555,9/1/2011,61.90265395516619,26,68.59269899213623,68.59269899213623,9374.189323999999,9374.189323999999,7,8/1/2011,1.31486E+12,1.31218E+12,68.59269899213623,9374.189323999999,0,0
0_0_8_00000000000000000165,0,164651.4991778439,78.73764431822954,9/1/2011,73.35597599777914,30,25.691813898583863,25.691813898583863,4230.195675,4230.195675,9,8/1/2011,1.31486E+12,1.31218E+12,25.691813898583863,4230.195675,0,0
0_0_8_0000000000000000009e,0,196514.8730274846,78.39161794,9/1/2011,77.62999571,33,68.72185479931184,68.72185479931184,13504.866570099999,13504.866570099999,7,8/1/2011,1.31486E+12,1.31218E+12,68.72185479931184,13504.866570099999,0,0
0_0_80_000000000000000000ea,0,1017574.3062065542,74.58322841895166,9/1/2017,68.48712739013048,15,38.61989460258925,38.61989460258925,39298.61246,39298.61246,6,8/1/2017,1.50425E+12,1.50157E+12,38.61989460258925,39298.61246,0,0
0_0_80_00000000000000000250,0,198451.8649455231,83.84102410563425,9/1/2017,60.23538053097345,33,72.52449316740312,72.52449316740312,14392.620923299999,14392.620923299999,6,8/1/2017,1.50425E+12,1.50157E+12,72.52449316740312,14392.620923299999,0,0
0_0_81_00000000000000000251,0,198451.8649455231,44.30896346487605,10/1/2017,41.83428318584071,33,9.01050729,9.01050729,1788.151976,1788.151976,6,9/1/2017,1.50684E+12,1.50425E+12,9.01050729,1788.151976,0,0
0_0_81_0000000000000000011b,0,448751.4232801803,47.44053691275169,10/1/2017,40.38865242657451,37,38.122021824360786,38.122021824360786,17107.31155,17107.31155,1,9/1/2017,1.50684E+12,1.50425E+12,38.122021824360786,17107.31155,0,0
0_0_84_00000000000000000066,0,136664.5351726821,7.128863047888018,1/1/2018,6.433702653955167,26,0,0,0,0,10,12/1/2017,1.51479E+12,1.51212E+12,0,0,0,0
0_0_85_000000000000000001b7,0,156204.2238936015,13.340274563400444,2/1/2018,8.848860213119911,30,23.150476234645073,23.150476234645073,3616.202173,3616.202173,11,1/1/2018,1.51747E+12,1.51479E+12,23.150476234645073,3616.202173,0,0
0_0_85_0000000000000000025a,0,198451.8649455231,10.15821402952965,2/1/2018,7.320690265486724,33,0,0,0,0,6,1/1/2018,1.51747E+12,1.51479E+12,0,0,0,0
