system:index,MAD_depth,MAD_volume,MAEPercDepth,MAEPercVolume,MAE_depth,MAE_volume,.geo
0,26.02654380303992,6837.407499651383,71.62881559707266,82.04293168822844,22.742780675877388,12646.538170483673,"{""type"":""MultiPoint"",""coordinates"":[]}"
